year,state,electiondistrict,runoff,candidate,party,writein,candidatevotes,totalvotes
1978,CALIFORNIA,CA7,FALSE,MELVIN E. STANLEY,AMERICAN INDEPENDENT,FALSE,4857,172865
1978,CALIFORNIA,CA7,FALSE,GEORGE MILLER,DEMOCRAT,FALSE,109676,172865
1978,CALIFORNIA,CA8,FALSE,RONALD V. DELLUMS,DEMOCRAT,FALSE,94824,165305
1978,CALIFORNIA,CA8,FALSE,CHARLES V. HUGHES,REPUBLICAN,FALSE,70481,165305
1978,CALIFORNIA,CA9,FALSE,ROBERT S. ALLEN,REPUBLICAN,FALSE,41138,134879
1978,CALIFORNIA,CA9,FALSE,LAWRENCE J PHILLIPS,PEACE AND FREEDOM,FALSE,5562,134879
1978,CALIFORNIA,CA9,FALSE,FORTNEY H. STARK JR.,DEMOCRAT,FALSE,88179,134879
1978,CALIFORNIA,CA10,FALSE,RUDY HANSEN,REPUBLICAN,FALSE,41374,125862
1978,CALIFORNIA,CA10,FALSE,DON EDWARDS,DEMOCRAT,FALSE,84488,125862
1978,CALIFORNIA,CA11,FALSE,DAVE WELCH,REPUBLICAN,FALSE,54621,153464
1978,CALIFORNIA,CA11,FALSE,LEO J. RYAN,DEMOCRAT,FALSE,92882,153464
1978,CALIFORNIA,CA11,FALSE,NICHOLAS WAEIL KUDROVZEFF,AMERICAN INDEPENDENT,FALSE,5961,153464
1978,CALIFORNIA,CA12,FALSE,HAROLD R. BOYLAN,AMERICAN INDEPENDENT,FALSE,5609,160085
1978,CALIFORNIA,CA12,FALSE,KIRSTEN OLSEN,DEMOCRAT,FALSE,34472,160085
1978,CALIFORNIA,CA12,FALSE,ADELE FUMINO,PEACE AND FREEDOM,FALSE,3022,160085
1978,CALIFORNIA,CA12,FALSE,PAUL N. MCCLOSKEY JR.,REPUBLICAN,FALSE,116982,160085
1978,CALIFORNIA,CA13,FALSE,ROBERT GOLDSBOROUGH III,PEACE AND FREEDOM,FALSE,5246,175361
1978,CALIFORNIA,CA13,FALSE,DAN O'KEEFE,REPUBLICAN,FALSE,69306,175361
1978,CALIFORNIA,CA13,FALSE,NORMAN Y. MINETA,DEMOCRAT,FALSE,100809,175361
1978,CALIFORNIA,CA14,FALSE,NORMAN D. SHUMWAY,REPUBLICAN,FALSE,95962,179727
1978,CALIFORNIA,CA14,FALSE,JOHN J. MCFALL,DEMOCRAT,FALSE,76602,179727
1978,CALIFORNIA,CA14,FALSE,GEORGE DAROLD WALDRON,AMERICAN INDEPENDENT,FALSE,7163,179727
1978,CALIFORNIA,CA15,FALSE,TONY COELHO,DEMOCRAT,FALSE,75212,125126
1978,CALIFORNIA,CA15,FALSE,CHRIS PATTERAKIS,REPUBLICAN,FALSE,49914,125126
1978,CALIFORNIA,CA16,FALSE,ERIC SEASTRAND,REPUBLICAN,FALSE,65808,170358
1978,CALIFORNIA,CA16,FALSE,LEON E. PANETTA,DEMOCRAT,FALSE,104550,170358
1978,CALIFORNIA,CA17,FALSE,CHARLES PASHAYAN JR.,REPUBLICAN,FALSE,81296,149181
1978,CALIFORNIA,CA17,FALSE,JOHN KREBS,DEMOCRAT,FALSE,67885,149181
1978,CALIFORNIA,CA18,FALSE,BOB SOGGE,DEMOCRAT,FALSE,58900,144563
1978,CALIFORNIA,CA18,FALSE,WILLIAM M. THOMAS,REPUBLICAN,FALSE,85663,144563
1978,CALIFORNIA,CA19,FALSE,JERRY ZAMOS,DEMOCRAT,FALSE,41672,171751
1978,CALIFORNIA,CA19,FALSE,MILTON SHIRO TAKEI,PEACE AND FREEDOM,FALSE,6887,171751
1978,CALIFORNIA,CA19,FALSE,ROBERT J. LAGOMARSINO,REPUBLICAN,FALSE,123192,171751
1978,CALIFORNIA,CA20,FALSE,BARRY M. GOLDWATER,REPUBLICAN,FALSE,129714,195409
1978,CALIFORNIA,CA20,FALSE,PAT LEAR,DEMOCRAT,FALSE,65695,195409
1978,CALIFORNIA,CA21,FALSE,BILL HILL,PEACE AND FREEDOM,FALSE,5750,124138
1978,CALIFORNIA,CA21,FALSE,JAMES C. CORMAN,DEMOCRAT,FALSE,73869,124138
1978,CALIFORNIA,CA21,FALSE,ROD WALSH,REPUBLICAN,FALSE,44519,124138
1978,CALIFORNIA,CA22,FALSE,CARLOS J. MOORHEAD,REPUBLICAN,FALSE,99502,153944
1978,CALIFORNIA,CA22,FALSE,ROBERT S. HENRY,DEMOCRAT,FALSE,54442,153944
1978,CALIFORNIA,CA23,FALSE,JOSEPH BARBARA,REPUBLICAN,FALSE,61496,178994
1978,CALIFORNIA,CA23,FALSE,ANTHONY C. BEILENSON,DEMOCRAT,FALSE,117498,178994
1978,CALIFORNIA,CA24,FALSE,HOWARD G. SCHAEFER,REPUBLICAN,FALSE,44243,135771
1978,CALIFORNIA,CA24,FALSE,KEVIN CASEY PETERS,PEACE AND FREEDOM,FALSE,6453,135771
1978,CALIFORNIA,CA24,FALSE,HENRY A. WAXMAN,DEMOCRAT,FALSE,85075,135771
1978,CALIFORNIA,CA25,FALSE,EDWARD R. ROYBAL,DEMOCRAT,FALSE,45881,68086
1978,CALIFORNIA,CA25,FALSE,ROBERT K. WATSON,REPUBLICAN,FALSE,22205,68086
1978,CALIFORNIA,CA26,FALSE,JOHN H. ROUSSELOT,REPUBLICAN,FALSE,113059,113059
1978,CALIFORNIA,CA27,FALSE,ROBERT K. DORNAN,REPUBLICAN,FALSE,89392,175272
1978,CALIFORNIA,CA27,FALSE,CAREY PEEK,DEMOCRAT,FALSE,85880,175272
1978,CALIFORNIA,CA28,FALSE,JULIAN C. DIXON,DEMOCRAT,FALSE,97592,97592
1978,CALIFORNIA,CA29,FALSE,AUGUSTUS G. HAWKINS,DEMOCRAT,FALSE,65214,76726
1978,CALIFORNIA,CA29,FALSE,URIAH J. FIELDS,REPUBLICAN,FALSE,11512,76726
1978,CALIFORNIA,CA30,FALSE,HENRY ARES,REPUBLICAN,FALSE,26511,92752
1978,CALIFORNIA,CA30,FALSE,GEORGE E. DANIELSON,DEMOCRAT,FALSE,66241,92752
1978,CALIFORNIA,CA31,FALSE,CHARLES H. WILSON,DEMOCRAT,FALSE,55667,82157
1978,CALIFORNIA,CA31,FALSE,DON GRIMSHAW,REPUBLICAN,FALSE,26490,82157
1978,CALIFORNIA,CA32,FALSE,GLENN M. ANDERSON,DEMOCRAT,FALSE,74004,103609
1978,CALIFORNIA,CA32,FALSE,SONYA MATHISON,REPUBLICAN,FALSE,23242,103609
1978,CALIFORNIA,CA32,FALSE,IDA BADER,AMERICAN INDEPENDENT,FALSE,6363,103609
1978,CALIFORNIA,CA33,FALSE,DENNIS S. KAZARIAN,DEMOCRAT,FALSE,62540,142073
1978,CALIFORNIA,CA33,FALSE,WAYNE GRISHAM,REPUBLICAN,FALSE,79533,142073
1978,CALIFORNIA,CA34,FALSE,LAWRENCE JOHN STAFFORD,AMERICAN INDEPENDENT,FALSE,4410,168572
1978,CALIFORNIA,CA34,FALSE,DAN LUNGREN,REPUBLICAN,FALSE,90554,168572
1978,CALIFORNIA,CA34,FALSE,MARK HANNAFORD,DEMOCRAT,FALSE,73608,168572
1978,CALIFORNIA,CA35,FALSE,DAVID DREIER,REPUBLICAN,FALSE,68442,148830
1978,CALIFORNIA,CA35,FALSE,JIM LLOYD,DEMOCRAT,FALSE,80388,148830
1978,CALIFORNIA,CA36,FALSE,DANA WARREN CARMODY,REPUBLICAN,FALSE,47417,127865
1978,CALIFORNIA,CA36,FALSE,GEORGE E. BROWN JR.,DEMOCRAT,FALSE,80448,127865
1978,CALIFORNIA,CA37,FALSE,DAN CORCORAN,DEMOCRAT,FALSE,60463,173588
1978,CALIFORNIA,CA37,FALSE,JERRY LEWIS,REPUBLICAN,FALSE,106581,173588
1978,CALIFORNIA,CA37,FALSE,BERNARD WAHL,AMERICAN INDEPENDENT,FALSE,6544,173588
1978,CALIFORNIA,CA38,FALSE,DAN GOEDEKE,REPUBLICAN,FALSE,53298,128769
1978,CALIFORNIA,CA38,FALSE,JERRY M. PATTERSON,DEMOCRAT,FALSE,75471,128769
1978,CALIFORNIA,CA39,FALSE,WILLIAM E. DANNEMEYER,REPUBLICAN,FALSE,112160,176051
1978,CALIFORNIA,CA39,FALSE,WILLIAM E. FARRIS,DEMOCRAT,FALSE,63891,176051
1978,CALIFORNIA,CA40,FALSE,JIM MCGUY,DEMOCRAT,FALSE,76358,224240
1978,CALIFORNIA,CA40,FALSE,ROBERT E. BADHAM,REPUBLICAN,FALSE,147882,224240
1978,CALIFORNIA,CA41,FALSE,KING GOLDEN JR.,DEMOCRAT,FALSE,77540,185225
1978,CALIFORNIA,CA41,FALSE,BOB WILSON,REPUBLICAN,FALSE,107685,185225
1978,CALIFORNIA,CA42,FALSE,LIONEL VAN DEERLIN,DEMOCRAT,FALSE,85126,115445
1978,CALIFORNIA,CA42,FALSE,LAWRENCE C. MATTERA,REPUBLICAN,FALSE,30319,115445
1978,CALIFORNIA,CA43,FALSE,RUBEN B. BROOKS,DEMOCRAT,FALSE,76308,243458
1978,CALIFORNIA,CA43,FALSE,CLAIR W. BURGENER,REPUBLICAN,FALSE,167150,243458
1978,COLORADO,CO1,FALSE,GENE HUTCHESON,REPUBLICAN,FALSE,49845,134630
1978,COLORADO,CO1,FALSE,SUSAN LORRAINE,SOCIALIST WORKERS,FALSE,2043,134630
1978,COLORADO,CO1,FALSE,PAT SCHROEDER,DEMOCRAT,FALSE,82742,134630
1978,COLORADO,CO2,FALSE,TIM WIRTH,DEMOCRAT,FALSE,98889,186961
1978,COLORADO,CO2,FALSE,ED SCOTT,REPUBLICAN,FALSE,88072,186961
1978,COLORADO,CO3,FALSE,RAY KOGOVSEK,DEMOCRAT,FALSE,69669,141442
1978,COLORADO,CO3,FALSE,HAROLD L. MCCORMICK,REPUBLICAN,FALSE,69303,141442
1978,COLORADO,CO3,FALSE,HENRY JOHN OLSHAW,INDEPENDENT,FALSE,2470,141442
1978,COLORADO,CO4,FALSE,JAMES P.  (JIM) JOHNSON,REPUBLICAN,FALSE,103121,168542
1978,COLORADO,CO4,FALSE,MORGAN SMITH,DEMOCRAT,FALSE,65421,168542
1978,COLORADO,CO5,FALSE,L. W. DAN BRIDGES,INDEPENDENT,FALSE,8933,153780
1978,COLORADO,CO5,FALSE,KEN KRAMER,REPUBLICAN,FALSE,91933,153780
1978,COLORADO,CO5,FALSE,GERRY FRANK,DEMOCRAT,FALSE,52914,153780
1978,CONNECTICUT,CT1,FALSE,BEN F. ANDREWS JR.,REPUBLICAN,FALSE,67828,172564
1978,CONNECTICUT,CT1,FALSE,WILLIAM R. COTTER,DEMOCRAT,FALSE,102749,172564
1978,CONNECTICUT,CT1,FALSE,DONNA C. MCDONOUGH,UNITED STATES LABOR,FALSE,1965,172564
1978,CONNECTICUT,CT2,FALSE,CHRISTOPHER J. DODD,DEMOCRAT,FALSE,116624,166814
1978,CONNECTICUT,CT2,FALSE,THOMAS HUDSON CONNELL,REPUBLICAN,FALSE,50167,166814
1978,CONNECTICUT,CT3,FALSE,ROBERT N. GIAIMO,DEMOCRAT,FALSE,96830,166587
1978,CONNECTICUT,CT3,FALSE,JOELLE R. FISHMAN,COMMUNIST,FALSE,3068,166587
1978,CONNECTICUT,CT3,FALSE,JOHN G. PUCCIANO,REPUBLICAN,FALSE,66663,166587
1978,CONNECTICUT,CT4,FALSE,MICHAEL G. MORGAN,DEMOCRAT,FALSE,59918,143919
1978,CONNECTICUT,CT4,FALSE,STEWART B. MCKINNEY,REPUBLICAN,FALSE,83990,143919
1978,CONNECTICUT,CT5,FALSE,WILLIAM R. RATCHFORD,DEMOCRAT,FALSE,96738,184913
1978,CONNECTICUT,CT5,FALSE,GEORGE C. GUIDERA,REPUBLICAN,FALSE,88162,184913
1978,CONNECTICUT,CT6,FALSE,DANIEL F. MACKINNON,REPUBLICAN,FALSE,66664,186224
1978,CONNECTICUT,CT6,FALSE,ANTHONY TOBY MOFFETT,DEMOCRAT,FALSE,119537,186224
1978,DELAWARE,DE0,FALSE,THOMAS B. EVANS JR.,REPUBLICAN,FALSE,91689,157566
1978,DELAWARE,DE0,FALSE,JAMES E. HICKS,AMERICAN INDEPENDENT,FALSE,1014,157566
1978,DELAWARE,DE0,FALSE,GARY E. HINDES,DEMOCRAT,FALSE,64863,157566
1978,FLORIDA,FL1,FALSE,WARREN BRIGGS,REPUBLICAN,FALSE,49715,135323
1978,FLORIDA,FL1,FALSE,EARL DEWITT HUTTO,DEMOCRAT,FALSE,85608,135323
1978,FLORIDA,FL2,FALSE,PETE BRATHWAITE,REPUBLICAN,FALSE,25148,137797
1978,FLORIDA,FL2,FALSE,DON FUQUA,DEMOCRAT,FALSE,112649,137797
1978,FLORIDA,FL3,FALSE,CHARLES E. BENNETT,DEMOCRAT,FALSE,1,1
1978,FLORIDA,FL4,FALSE,BILL CHAPPELL JR.,DEMOCRAT,FALSE,113302,154949
1978,FLORIDA,FL4,FALSE,TOM BONEY,REPUBLICAN,FALSE,41647,154949
1978,FLORIDA,FL5,FALSE,DAVID RYAN BEST,DEMOCRAT,FALSE,101867,208186
1978,FLORIDA,FL5,FALSE,RICHARD KELLY,REPUBLICAN,FALSE,106319,208186
1978,FLORIDA,FL6,FALSE,C. W. BILL YOUNG,REPUBLICAN,FALSE,150694,191348
1978,FLORIDA,FL6,FALSE,JIM CHRISTISON,DEMOCRAT,FALSE,40654,191348
1978,FLORIDA,FL7,FALSE,SAM M. GIBBONS,DEMOCRAT,FALSE,1,1
1978,FLORIDA,FL8,FALSE,ANDY IRELAND,DEMOCRAT,FALSE,1,1
1978,FLORIDA,FL9,FALSE,EDWARD J. GURNEY,REPUBLICAN,FALSE,56074,145617
1978,FLORIDA,FL9,FALSE,BILL NELSON,DEMOCRAT,FALSE,89543,145617
1978,FLORIDA,FL10,FALSE,L. A. (SKIP) BAFALIS,REPUBLICAN,FALSE,1,1
1978,FLORIDA,FL11,FALSE,BILL JAMES,REPUBLICAN,FALSE,99757,223103
1978,FLORIDA,FL11,FALSE,DAN MICA,DEMOCRAT,FALSE,123346,223103
1978,FLORIDA,FL12,FALSE,EDWARD J. STACK,DEMOCRAT,FALSE,107037,173647
1978,FLORIDA,FL12,FALSE,J. HERBERT BURKE,REPUBLICAN,FALSE,66610,173647
1978,FLORIDA,FL13,FALSE,WILLIAM LEHMAN,DEMOCRAT,FALSE,1,1
1978,FLORIDA,FL14,FALSE,AL CARDENAS,REPUBLICAN,FALSE,38081,103283
1978,FLORIDA,FL14,FALSE,CLAUDE PEPPER,DEMOCRAT,FALSE,65202,103283
1978,FLORIDA,FL15,FALSE,DANTE B. FASCELL,DEMOCRAT,FALSE,108837,146734
1978,FLORIDA,FL15,FALSE,HERBERT J. HOODWIN,REPUBLICAN,FALSE,37897,146734
1978,GEORGIA,GA1,FALSE,BO GINN,DEMOCRAT,FALSE,36961,36962
1978,GEORGIA,GA2,FALSE,DAWSON MATHIS,DEMOCRAT,FALSE,42234,42236
1978,GEORGIA,GA3,FALSE,JACK BRINKLEY,DEMOCRAT,FALSE,54881,54882
1978,GEORGIA,GA4,FALSE,ELLIOTT H. LEVITAS,DEMOCRAT,FALSE,60284,74513
1978,GEORGIA,GA4,FALSE,HOMER CHEUNG,REPUBLICAN,FALSE,14221,74513
1978,GEORGIA,GA5,FALSE,WYCHE FOWLER JR.,DEMOCRAT,FALSE,52739,69875
1978,GEORGIA,GA5,FALSE,THOMAS P. BOWLES JR.,REPUBLICAN,FALSE,17132,69875
1978,GEORGIA,GA6,FALSE,NEWTON LEROY GINGRICH,REPUBLICAN,FALSE,47078,86540
1978,GEORGIA,GA6,FALSE,VIRGINIA SHAPARD,DEMOCRAT,FALSE,39451,86540
1978,GEORGIA,GA7,FALSE,LARRY P. MCDONALD,DEMOCRAT,FALSE,47090,70826
1978,GEORGIA,GA7,FALSE,EARNEST NORSWORTHY,REPUBLICAN,FALSE,23698,70826
1978,GEORGIA,GA8,FALSE,BILLY LEE EVANS,DEMOCRAT,FALSE,41184,41193
1978,GEORGIA,GA9,FALSE,DAVID G. ASHWORTH,REPUBLICAN,FALSE,14172,61437
1978,GEORGIA,GA9,FALSE,ED JENKINS,DEMOCRAT,FALSE,47264,61437
1978,GEORGIA,GA10,FALSE,DOUG BARNARD,DEMOCRAT,FALSE,50122,50130
1978,HAWAII,HI1,FALSE,DEBRA FIGUEROA,DEMOCRAT,FALSE,2095,115412
1978,HAWAII,HI1,FALSE,CECIL (CEE) HEFTEL,DEMOCRAT,FALSE,84552,115412
1978,HAWAII,HI1,FALSE,WILLIAM D. SPILLANE,REPUBLICAN,FALSE,24470,115412
1978,HAWAII,HI1,FALSE,PETER DAVID LARSEN,LIBERTARIAN,FALSE,4295,115412
1978,HAWAII,HI2,FALSE,DANIEL K. AKAKA,DEMOCRAT,FALSE,118272,137957
1978,HAWAII,HI2,FALSE,CHARLIE ISAAK,REPUBLICAN,FALSE,15697,137957
1978,HAWAII,HI2,FALSE,AMELIA L. FRITTS,LIBERTARIAN,FALSE,3988,137957
1978,IDAHO,ID1,FALSE,ROY TRUBY,DEMOCRAT,FALSE,57972,144652
1978,IDAHO,ID1,FALSE,STEVEN D. SYMMS,REPUBLICAN,FALSE,86680,144652
1978,IDAHO,ID2,FALSE,STAN KRESS,DEMOCRAT,FALSE,60040,140631
1978,IDAHO,ID2,FALSE,GEORGE HANSEN,REPUBLICAN,FALSE,80591,140631
1978,ILLINOIS,IL1,FALSE,BENNETT M. STEWART,DEMOCRAT,FALSE,47581,81279
1978,ILLINOIS,IL1,FALSE,A. A. RAYNER,REPUBLICAN,FALSE,33540,81279
1978,ILLINOIS,IL2,FALSE,CARL STANLEY HOLMES,INDEPENDENT,FALSE,2064,94077
1978,ILLINOIS,IL2,FALSE,MORGAN F. MURPHY,DEMOCRAT,FALSE,80906,94077
1978,ILLINOIS,IL2,FALSE,JAMES P. WOGNUM,REPUBLICAN,FALSE,11104,94077
1978,ILLINOIS,IL3,FALSE,ROBERT L. DUNNE,REPUBLICAN,FALSE,51098,146800
1978,ILLINOIS,IL3,FALSE,MARTIN A. RUSSO,DEMOCRAT,FALSE,95701,146800
1978,ILLINOIS,IL4,FALSE,ANDREW THOMAS,DEMOCRAT,FALSE,46788,141229
1978,ILLINOIS,IL4,FALSE,EDWARD J. DERWINSKI,REPUBLICAN,FALSE,94435,141229
1978,ILLINOIS,IL5,FALSE,JOHN G. FARY,DEMOCRAT,FALSE,98702,117506
1978,ILLINOIS,IL5,FALSE,JOSEPH A. BARRACCA,REPUBLICAN,FALSE,18802,117506
1978,ILLINOIS,IL6,FALSE,JEANNE P. QUINN,DEMOCRAT,FALSE,44543,131737
1978,ILLINOIS,IL6,FALSE,HENRY J. HYDE,REPUBLICAN,FALSE,87193,131737
1978,ILLINOIS,IL7,FALSE,JAMES C. HOLT,REPUBLICAN,FALSE,10273,74989
1978,ILLINOIS,IL7,FALSE,CARDISS COLLINS,DEMOCRAT,FALSE,64716,74989
1978,ILLINOIS,IL8,FALSE,DAN ROSTENKOWSKI,DEMOCRAT,FALSE,81457,94762
1978,ILLINOIS,IL8,FALSE,CARL C. LODICO,REPUBLICAN,FALSE,13302,94762
1978,ILLINOIS,IL9,FALSE,SIDNEY R. YATES,DEMOCRAT,FALSE,87543,116217
1978,ILLINOIS,IL9,FALSE,JOHN M. COLLINS,REPUBLICAN,FALSE,28673,116217
1978,ILLINOIS,IL10,FALSE,JOHN E. PORTER,REPUBLICAN,FALSE,88829,178309
1978,ILLINOIS,IL10,FALSE,ABNER J. MIKVA,DEMOCRAT,FALSE,89479,178309
1978,ILLINOIS,IL11,FALSE,FRANK ANNUNZIO,DEMOCRAT,FALSE,112365,152412
1978,ILLINOIS,IL11,FALSE,JOHN HOEGER,REPUBLICAN,FALSE,40044,152412
1978,ILLINOIS,IL12,FALSE,PHILIP M. CRANE,REPUBLICAN,FALSE,110503,138935
1978,ILLINOIS,IL12,FALSE,GILBERT BOGEN,DEMOCRAT,FALSE,28424,138935
1978,ILLINOIS,IL13,FALSE,ROBERT M. MCCLORY,REPUBLICAN,FALSE,64060,104738
1978,ILLINOIS,IL13,FALSE,FREDERICK J. STEFFEN,DEMOCRAT,FALSE,40675,104738
1978,ILLINOIS,IL14,FALSE,JOHN N. ERLENBORN,REPUBLICAN,FALSE,118741,158179
1978,ILLINOIS,IL14,FALSE,JAMES A. ROMANYAK,DEMOCRAT,FALSE,39438,158179
1978,ILLINOIS,IL15,FALSE,TIM L. HALL,DEMOCRAT,FALSE,48756,129612
1978,ILLINOIS,IL15,FALSE,TOM CORCORAN,REPUBLICAN,FALSE,80856,129612
1978,ILLINOIS,IL16,FALSE,JOHN B. ANDERSON,REPUBLICAN,FALSE,76752,117309
1978,ILLINOIS,IL16,FALSE,ERNEST W. DAHLIN,DEMOCRAT,FALSE,40471,117309
1978,ILLINOIS,IL17,FALSE,GEORGE M. O'BRIEN,REPUBLICAN,FALSE,94375,133635
1978,ILLINOIS,IL17,FALSE,CLIFFORD J. SINCLAIR,DEMOCRAT,FALSE,39260,133635
1978,ILLINOIS,IL18,FALSE,ROBERT H. MICHEL,REPUBLICAN,FALSE,85973,130514
1978,ILLINOIS,IL18,FALSE,VIRGIL R. GRUNKMEYER,DEMOCRAT,FALSE,44527,130514
1978,ILLINOIS,IL19,FALSE,TOM RAILSBACK,REPUBLICAN,FALSE,89770,89790
1978,ILLINOIS,IL20,FALSE,VICTOR ROBERTS,DEMOCRAT,FALSE,48426,159480
1978,ILLINOIS,IL20,FALSE,PAUL FINDLEY,REPUBLICAN,FALSE,111054,159480
1978,ILLINOIS,IL21,FALSE,EDWARD R. MADIGAN,REPUBLICAN,FALSE,97473,124527
1978,ILLINOIS,IL21,FALSE,KEN BAUGHMAN,DEMOCRAT,FALSE,27054,124527
1978,ILLINOIS,IL22,FALSE,TERRY L. BRUCE,DEMOCRAT,FALSE,73331,159383
1978,ILLINOIS,IL22,FALSE,DANIEL B. CRANE,REPUBLICAN,FALSE,86051,159383
1978,ILLINOIS,IL23,FALSE,MELVIN PRICE,DEMOCRAT,FALSE,74247,100105
1978,ILLINOIS,IL23,FALSE,DANIEL J. STACK,REPUBLICAN,FALSE,25858,100105
1978,ILLINOIS,IL24,FALSE,JOHN T. ANDERSON,REPUBLICAN,FALSE,57763,168061
1978,ILLINOIS,IL24,FALSE,PAUL SIMON,DEMOCRAT,FALSE,110298,168061
1978,INDIANA,IN1,FALSE,ADAM BENJAMIN JR.,DEMOCRAT,FALSE,72367,90170
1978,INDIANA,IN1,FALSE,OWEN W. CRUMPACKER,REPUBLICAN,FALSE,17419,90170
1978,INDIANA,IN2,FALSE,JAMES HENSLEY LOGAN,AMERICAN INDEPENDENT,FALSE,1166,145778
1978,INDIANA,IN2,FALSE,WILLIAM COSTAS,INDEPENDENT,FALSE,9368,145778
1978,INDIANA,IN2,FALSE,FLOYD J. FITHIAN,DEMOCRAT,FALSE,82402,145778
1978,INDIANA,IN2,FALSE,JAY PHILIP OPPENHEIM,REPUBLICAN,FALSE,52842,145778
1978,INDIANA,IN3,FALSE,R. CRAIG FISHER,LIBERTARIAN,FALSE,1381,115862
1978,INDIANA,IN3,FALSE,JOHN BRADEMAS,DEMOCRAT,FALSE,64336,115862
1978,INDIANA,IN3,FALSE,THOMAS L. THORSON,REPUBLICAN,FALSE,50145,115862
1978,INDIANA,IN4,FALSE,JOHN D. WALDA,DEMOCRAT,FALSE,42238,125117
1978,INDIANA,IN4,FALSE,TERRY EUGENE HIVELY,AMERICAN INDEPENDENT,FALSE,2352,125117
1978,INDIANA,IN4,FALSE,DAN QUAYLE,REPUBLICAN,FALSE,80527,125117
1978,INDIANA,IN5,FALSE,MAX ERVIN HEISS,DEMOCRAT,FALSE,45479,140429
1978,INDIANA,IN5,FALSE,ELWOOD H. HILLIS,REPUBLICAN,FALSE,94950,140429
1978,INDIANA,IN6,FALSE,DAVID W. EVANS,DEMOCRAT,FALSE,66421,127282
1978,INDIANA,IN6,FALSE,DAVID G. CRANE,REPUBLICAN,FALSE,60630,127282
1978,INDIANA,IN7,FALSE,CHARLOTTE T. ZIETLOW,DEMOCRAT,FALSE,67469,154424
1978,INDIANA,IN7,FALSE,JOHN T. MYERS,REPUBLICAN,FALSE,86955,154424
1978,INDIANA,IN8,FALSE,H. JOEL DECKARD,REPUBLICAN,FALSE,83019,159673
1978,INDIANA,IN8,FALSE,DAVID L. CORNWELL,DEMOCRAT,FALSE,76654,159673
1978,INDIANA,IN9,FALSE,LEE H. HAMILTON,DEMOCRAT,FALSE,99727,151945
1978,INDIANA,IN9,FALSE,FRANK I. HAMILTON JR.,REPUBLICAN,FALSE,52218,151945
1978,INDIANA,IN10,FALSE,WILLIAM GOULD FRAZIER,REPUBLICAN,FALSE,55999,130742
1978,INDIANA,IN10,FALSE,PHILIP R. SHARP,DEMOCRAT,FALSE,73343,130742
1978,INDIANA,IN10,FALSE,GEORGE W. AMES,AMERICAN INDEPENDENT,FALSE,1400,130742
1978,INDIANA,IN11,FALSE,ANDREW JACOBS JR.,DEMOCRAT,FALSE,61504,107441
1978,INDIANA,IN11,FALSE,CHARLES E. BOSMA,REPUBLICAN,FALSE,45809,107441
1978,IOWA,IA1,FALSE,RICHARD E. MYERS,DEMOCRAT,FALSE,45037,125955
1978,IOWA,IA1,FALSE,JIM LEACH,REPUBLICAN,FALSE,79940,125955
1978,IOWA,IA1,FALSE,WILLIAM R. DOUGLAS,SOCIALIST,FALSE,978,125955
1978,IOWA,IA2,FALSE,THOMAS J. TAUKE,REPUBLICAN,FALSE,72644,138978
1978,IOWA,IA2,FALSE,JAMES D. ROBERSON,INDEPENDENT,FALSE,884,138978
1978,IOWA,IA2,FALSE,MICHAEL T. BLOUIN,DEMOCRAT,FALSE,65450,138978
1978,IOWA,IA3,FALSE,CHARLES E. GRASSLEY,REPUBLICAN,FALSE,103659,138539
1978,IOWA,IA3,FALSE,JOHN KNUDSON,DEMOCRAT,FALSE,34880,138539
1978,IOWA,IA4,FALSE,CHARLES E. MINOR,REPUBLICAN,FALSE,48308,136834
1978,IOWA,IA4,FALSE,NEAL SMITH,DEMOCRAT,FALSE,88526,136834
1978,IOWA,IA5,FALSE,JULIAN B. GARRETT,REPUBLICAN,FALSE,57377,139710
1978,IOWA,IA5,FALSE,TOM HARKIN,DEMOCRAT,FALSE,82333,139710
1978,IOWA,IA6,FALSE,WILLIS EDGAR JUNKER,REPUBLICAN,FALSE,44320,131459
1978,IOWA,IA6,FALSE,BERKLEY BEDELL,DEMOCRAT,FALSE,87139,131459
1978,KANSAS,KS1,FALSE,KEITH G. SEBELIUS,REPUBLICAN,FALSE,131037,131037
1978,KANSAS,KS2,FALSE,JAMES E. JEFFRIES,REPUBLICAN,FALSE,76419,146879
1978,KANSAS,KS2,FALSE,MARTHA KEYS,DEMOCRAT,FALSE,70460,146879
1978,KANSAS,KS3,FALSE,LARRY WINN JR.,REPUBLICAN,FALSE,103265,103265
1978,KANSAS,KS4,FALSE,DAN GLICKMAN,DEMOCRAT,FALSE,100139,143993
1978,KANSAS,KS4,FALSE,JAMES PAUL LITSEY,REPUBLICAN,FALSE,43854,143993
1978,KANSAS,KS5,FALSE,DON ALLEGRUCCI,DEMOCRAT,FALSE,62402,150766
1978,KANSAS,KS5,FALSE,JACK C. BLACKWELL,PROHIBITION,FALSE,2353,150766
1978,KANSAS,KS5,FALSE,"ROBERT """"BOB"""" WHITTAKER",REPUBLICAN,FALSE,86011,150766
1978,KENTUCKY,KY1,FALSE,CARROLL HUBBARD,DEMOCRAT,FALSE,44090,44097
1978,KENTUCKY,KY2,FALSE,WILLIAM NATCHER,DEMOCRAT,FALSE,36441,36459
1978,KENTUCKY,KY3,FALSE,ROMANO L. MAZZOLI,DEMOCRAT,FALSE,37346,56871
