Y,X1,X2,X3,X4,X5,X6
-2.7703,-0.036313,-0.016572,-0.057542,-0.092018,0.096425,-1.1599
-2.7695,-0.023487,0.014726,-0.061011,0.12235,0.058328,-1.0127
-2.7553,0.047926,0.011405,-0.079645,0.052595,0.039206,-1.0695
-2.7433,-0.015465,-0.063538,0.014154,-0.1141,-0.04594,-0.87821
-2.7425,-0.038913,0.019819,-0.024764,-0.3297,-0.1696,0.24624
-2.7297,-0.042532,-0.03075,-0.035153,0.004232,-0.10918,-0.19298
-2.7169,-0.045935,-0.10479,0.10017,-0.13629,-0.010144,-0.90841
-2.7027,-0.01012,-0.056115,0.085023,-0.48128,-0.1304,-0.23116
-2.6899,-0.044146,-0.18913,0.054259,-0.041654,0.08279,-1.0789
-2.6765,-0.0029556,-0.033945,-0.023067,0.12168,0.086846,-1.5355
-2.6643,0.021646,-0.04392,0.053164,-0.24383,-0.13164,-0.46294
-2.6637,-0.0021823,-0.016623,-0.079077,0.17407,0.20231,-1.842
-2.6501,0.0035423,-0.019403,-0.017209,-0.052554,-0.055308,-0.6013
-2.6495,-0.038993,-0.097477,-0.0041628,-0.0098206,-0.097201,-0.51871
-2.6463,-0.070026,-0.036911,-0.024483,0.084546,-0.047345,-0.93989
-2.646,0.0075437,0.069574,-0.030934,0.13041,0.17391,-1.3334
-2.6373,-0.02512,0.076612,-0.046666,0.12664,-0.077841,-0.55181
-2.6367,0.0074686,-0.013613,-0.046905,0.01847,0.16346,-1.7003
-2.6231,0.013432,-0.082341,-0.0092238,0.1035,0.085859,-1.2986
-2.6225,0.010318,0.060005,-0.06885,0.01674,0.022507,-1.1275
-2.6102,0.031432,0.10432,-0.021833,-0.14106,-0.046227,-0.77753
-2.6097,-0.01563,-0.077713,0.021154,-0.21586,-0.089065,-0.56529
-2.605,-0.0549,-0.11856,0.0058187,-0.089583,-0.10905,-0.72194
-2.5955,0.053531,0.12019,-0.084636,-0.12929,0.042409,-1.2379
-2.5832,0.042917,-0.05604,0.0069711,-0.34048,-0.21942,0.13556
-2.5827,-0.015882,0.000943,0.02551,-0.088254,-0.13985,-0.574
-2.5704,-0.030832,-0.042502,0.074267,-0.20242,0.05034,-1.0596
-2.5685,-0.074274,-0.081208,-0.045049,-0.18764,-0.072408,-0.11726
-2.5556,0.04199,0.15893,-0.083155,0.026568,0.064749,-1.462
-2.5466,-0.018758,-0.067186,0.032156,0.027722,-0.049465,0.087569
-2.5434,-0.03719,0.0055179,-0.0006016,-0.027092,-0.040436,-0.57133
-2.5414,-0.009567,-0.030865,-0.031495,-0.073836,-0.10521,-0.45569
-2.5382,0.01785,0.11877,-0.076841,0.18388,0.22177,-1.2987
-2.5295,-0.049529,-0.066625,0.033251,-0.198,-0.12808,-0.8971
-2.5286,-0.0028157,0.00179,-0.021987,-0.27242,0.014696,-0.8531
-2.5164,-0.0437,0.095358,-0.065009,0.13984,0.069975,-0.96963
-2.5144,-0.0039549,0.048595,0.0029228,0.015763,-0.047707,-1.0089
-2.5036,0.0052949,0.046715,-0.074314,0.027764,0.04719,-0.88066
-2.5022,0.010936,0.062288,-0.032911,0.021738,-0.055542,-0.21316
-2.5016,-0.018554,0.070797,-0.073434,0.035093,0.13969,-1.4323
-2.4908,-0.017869,0.026258,-0.042352,-0.091275,-0.16804,0.080034
-2.4874,0.049248,0.10939,-0.041722,0.091971,-0.025699,-1.26
-2.478,0.050608,-0.0036616,-0.015104,-0.2404,0.061142,-1.0537
-2.4746,-0.035048,-0.019659,-0.016894,0.0082541,0.042631,-1.0633
-2.4604,-0.000153,0.023675,-0.068099,0.14383,0.11079,-1.433
-2.451,0.042054,0.20902,-0.13736,0.19796,-0.0038354,-0.90173
-2.432,0.011731,0.035827,-0.03158,-0.12955,-0.23451,0.021496
-2.424,-0.049,-0.077413,-0.012603,-0.024562,-0.029882,-0.38142
-2.4192,-0.02078,0.056425,-0.035089,-0.041677,-0.12848,-0.36114
-2.4112,0.01189,0.16594,-0.11223,0.070046,0.060248,-0.95357
-2.405,-0.013492,-0.0076778,-0.028838,-0.016454,0.09335,-1.2397
-2.397,0.0022819,0.099017,-0.10036,-0.040542,-0.022035,-0.43906
-2.393,-0.0059471,-0.013925,0.0004089,0.040876,0.076209,-0.27539
-2.3922,0.0054496,0.044093,-0.066937,0.1105,0.13382,-1.5024
-2.387,-0.072959,-0.088298,0.0073383,0.20749,0.012492,-0.05544
-2.3841,0.016544,0.046964,-0.035295,-0.11236,-0.12092,-0.23928
-2.3713,-0.067116,-0.068863,0.03234,0.042051,-0.070773,-0.38411
-2.3571,0.031333,0.10797,-0.038776,0.16987,0.26408,-2.1453
-2.351,-0.042144,0.004669,-0.030191,0.017602,-0.062027,-0.51311
-2.3443,-0.064444,-0.022678,0.029211,-0.21998,0.0049878,-0.47891
-2.3382,-0.012796,-0.0037277,-0.012499,-0.099696,-0.07733,-0.52445
-2.3358,-0.000212,-0.073026,0.0069414,-0.036783,0.066523,-0.43464
-2.3315,-0.047381,-0.071964,0.043272,-0.082715,-0.0049649,-0.63801
-2.3301,0.050005,0.053223,0.03247,-0.04642,-0.019289,-1.0983
-2.324,0.01773,0.07922,0.023293,-0.015624,-0.049356,-1.0659
-2.322,-0.053887,-0.093706,0.091527,-0.23063,-0.087003,-0.8999
-2.3187,0.024119,0.094894,-0.011582,-0.033451,0.001526,-0.97081
-2.3173,0.013581,0.11139,0.013835,-0.086269,-0.096537,-0.5939
-2.3045,-0.029224,0.013503,0.0041524,-0.19903,-0.01743,-0.47841
-2.297,0.034256,0.11126,-0.11511,0.10417,0.070086,-1.1839
-2.2828,-0.063586,-0.067979,0.036346,-0.21448,-0.050506,-0.3988
-2.2775,-0.063794,-0.04011,0.0086758,-0.24654,-0.16827,0.36798
-2.2703,-0.08005,-0.097039,0.027561,-0.24939,-0.15439,0.31337
-2.27,-0.030777,0.099627,-0.085874,0.14833,0.065878,-1.0336
-2.2633,0.058527,0.11014,-0.097032,0.32083,0.25534,-2.0863
-2.2574,0.031371,0.01229,-0.042057,0.050164,-0.027869,-0.77126
-2.2561,0.045215,0.11239,-0.11115,0.012612,0.030077,-0.8444
-2.2446,0.0009692,-0.046431,-0.01951,-0.057356,0.039928,-0.84183
-2.2432,0.053257,0.13886,-0.11794,0.35164,0.10645,-1.5027
-2.2419,-0.061027,0.065389,0.024074,-0.12966,-0.092902,-0.26573
-2.2416,-0.017707,-0.046777,-0.044648,0.15626,0.16713,-1.471
-2.2377,-0.027465,-0.018053,0.017594,-0.27446,-0.17158,0.21147
-2.2363,0.059881,0.036411,0.015874,-0.087705,0.11379,-1.5032
-2.2318,0.038832,0.084892,-0.056815,-0.048381,-0.010147,-0.80363
-2.2304,-0.0067527,0.026493,-0.063145,-0.06814,-0.043602,-0.35813
-2.229,-0.070755,-0.11035,0.035518,-0.10869,-0.19508,0.31777
-2.2288,-0.031053,-0.072138,-0.036214,0.20658,0.15391,-1.4158
-2.2249,-0.022043,0.065508,-0.019532,0.24741,0.073594,-1.2245
-2.2235,-0.0045074,-0.0067889,0.11298,-0.4934,-0.35119,0.65486
-2.2176,-0.0070807,0.01658,0.030686,-0.028599,0.020079,-1.0181
-2.2162,-0.023207,0.010878,-0.045551,0.1613,0.086223,-1.0641
-2.2148,-0.054864,-0.040235,0.0049945,0.14486,0.087396,-1.0565
-2.2107,0.03793,0.14399,-0.069747,0.065843,0.13689,-1.4249
-2.2048,0.040096,0.15745,-0.066285,0.074378,0.11906,-1.4709
-2.2004,-0.057064,-0.068975,-0.011808,-0.038853,-0.10699,-0.11044
-2.1979,0.0064577,0.10775,-0.078776,0.12574,-0.032224,-0.59763
-2.1961,0.0088796,0.0031868,0.041343,-0.36355,-0.034214,0.36199
-2.192,0.021636,-0.0021344,-0.013731,-0.1739,-0.18361,0.016841
-2.1878,0.022892,0.064602,-0.024716,0.1185,0.037534,-1.1356
-2.1837,0.020026,0.024594,-0.054331,0.13976,0.15655,-1.4113
-2.1792,0.031793,0.019966,-0.087604,-0.095893,-0.09904,-0.16135
-2.1736,-0.023816,-0.012885,0.045936,-0.18289,0.028694,-0.81119
-2.1733,-0.067425,-0.015016,-0.014412,-0.15415,-0.088573,-0.070847
-2.1709,0.054533,0.10738,-0.063437,0.040393,-0.054433,-0.67331
-2.1676,-0.057746,-0.031053,0.027664,-0.2792,0.032443,-1.2829
-2.1664,-0.03198,-0.097064,-0.0086198,0.16773,0.12591,-1.2336
-2.165,0.001428,0.062613,-0.024177,0.075404,-0.037898,-0.73404
-2.1608,0.01107,0.078818,-0.036225,-0.0093734,0.0057596,-0.79587
-2.1591,0.0030582,0.013561,-0.01342,0.0689,-0.012169,-0.89603
-2.1567,-0.011236,-0.0042051,-0.026825,0.029768,-0.10429,-0.20165
-2.1522,-0.037853,-0.099224,0.038098,-0.21652,-0.13681,0.027739
-2.1466,-0.018864,-0.063756,0.012459,-0.032466,0.045227,-0.83
-2.1449,0.011357,-0.029868,-0.030696,0.041621,-0.099324,-0.42183
-2.1438,0.027157,0.093925,-0.010451,-0.036164,-0.017575,-0.82264
-2.1394,0.025755,0.043236,0.072361,-0.19521,-0.21392,-0.24608
-2.1338,-0.017775,-0.066834,-0.033045,-0.015733,0.021103,-0.56536
-2.1321,0.025519,0.024692,-0.073035,-0.11149,-0.090561,-0.26213
-2.131,0.032366,0.16858,-0.10825,0.14436,0.096918,-1.1592
-2.1307,-0.01989,-0.042733,0.044437,-0.16146,-0.16447,-0.11954
-2.1297,0.029984,0.016968,-0.039402,0.070223,-0.041742,-0.61729
-2.1266,-0.016186,0.0043465,-0.066295,-0.26324,-0.15431,0.35814
-2.1228,-0.0000519,-0.061317,0.041039,-0.20448,-0.16977,0.92823
-2.1196,-0.032741,-0.037022,0.0044137,-0.026638,0.061406,-0.82713
-2.1179,-0.022191,0.0061474,-0.012452,-0.010337,0.070164,-1.015
-2.1168,-0.072591,-0.16064,0.087313,-0.12509,0.048565,-0.68736
-2.1138,0.028378,0.031211,-0.056873,0.13738,-0.0068418,-0.85784
-2.1124,-0.012493,-0.093642,0.11307,-0.1969,0.17197,-1.626
-2.1054,-0.02907,-0.043864,-0.010216,0.079422,-0.16789,0.05722
-2.104,0.020582,0.014842,0.0075115,-0.01479,-0.10039,-0.45273
-2.1037,-0.018399,-0.0098325,0.0021102,0.10988,0.12405,-1.3852
-2.101,-0.014115,-0.064758,-0.039825,-0.17556,0.038833,-0.53334
-2.0996,0.055911,0.10729,-0.11127,0.053762,0.048163,-0.96431
-2.0944,0.020711,0.039529,0.038491,-0.14042,-0.11344,0.51199
-2.0926,-0.017877,0.045221,-0.0078708,-0.039942,-0.057545,-0.42973
-2.0912,-0.059678,-0.10719,0.11339,-0.30098,-0.16217,0.10027
-2.0909,-0.051798,-0.16573,0.05775,-0.084193,-0.030095,-0.4979
-2.0898,0.0070206,-0.0098445,0.015851,-0.071112,-0.012025,-0.68944
-2.0868,-0.032733,-0.099636,0.057504,-0.15651,-0.11682,-0.19339
-2.0784,-0.0029634,-0.036527,0.01059,-0.03737,0.039681,-0.84928
-2.077,-0.075079,-0.097312,0.098797,-0.26847,-0.20946,0.38417
-2.0767,-0.044613,-0.099028,0.035244,-0.14202,0.086385,-0.90989
-2.0739,-0.012984,-0.0052211,0.0026621,0.062365,-0.093048,-0.45944
-2.0679,0.039051,0.091916,-0.0025939,-0.13548,-0.097879,-0.10369
-2.0664,-0.041616,0.0069264,-0.052007,0.015044,0.036325,-1.3472
-2.0656,-0.014259,0.11577,-0.080715,0.14545,0.028683,-0.73368
-2.0642,-0.011447,0.051573,-0.015275,-0.011633,0.010325,-0.70283
-2.0639,0.019793,0.029606,-0.055334,-0.059378,0.01391,-0.74025
-2.0628,0.078584,0.17816,-0.13938,0.028581,0.099101,-1.0907
-2.0611,0.004975,0.037942,-0.060569,0.081599,-0.083655,-0.38116
-2.0597,-0.0038827,0.049668,-0.07987,-0.037542,0.11177,-0.93603
-2.0581,-0.0072957,-0.0009716,0.031798,-0.068922,0.10493,-1.823
-2.0565,-0.027559,-0.037331,-0.037117,0.14134,0.1385,-0.76183
-2.0551,-0.0034225,-0.084881,0.047497,0.023383,0.078768,-0.78619
-2.0528,0.0085176,0.095409,-0.030648,0.018565,0.0005852,-0.77574
-2.0514,-0.044303,0.030457,0.0084655,0.039429,-0.011078,-0.60278
-2.05,0.042131,0.042028,0.02371,-0.085226,-0.027929,-0.83333
-2.0469,0.0093466,0.11257,-0.036512,0.096885,0.1343,-1.454
-2.0436,-0.02389,-0.040522,0.041812,0.008902,0.050085,-0.61604
-2.0423,0.0007847,0.064491,-0.029504,0.043487,0.03571,-0.50829
-2.0409,0.018832,-0.025881,-0.001092,0.030625,0.13237,-0.95447
-2.0386,0.012033,0.1342,-0.097922,0.20797,0.14012,-1.2825
-2.0372,-0.092897,-0.20335,0.13832,-0.12269,0.0055801,-0.56441
-2.0341,-0.0042336,0.070257,-0.029891,-0.045904,-0.064741,-0.44719
-2.0327,0.028678,0.075939,0.0099373,0.043752,0.009553,-1.1169
-2.0308,0.015302,0.049433,-0.074026,0.21379,0.18708,-1.1487
-2.0294,0.014465,0.16712,-0.050981,0.019621,0.16652,-1.0954
-2.0281,-0.0048081,0.032132,0.0030682,-0.05452,-0.051636,-0.12536
-2.0244,-0.012465,-0.06526,0.040304,-0.24625,0.017142,-0.58422
-2.0239,-0.0014998,0.030974,-0.061277,-0.020125,0.11206,-1.8123
-2.0213,-0.020531,-0.11139,0.12822,-0.24961,-0.027237,-0.774
-2.0199,0.0007021,-0.030392,-0.073974,0.055336,-0.0011044,-0.50833
-2.0166,0.024576,0.092662,-0.057214,0.14167,0.10191,-0.882
-2.0152,0.015459,0.077128,0.0080519,0.067979,0.059594,-0.83951
-2.0116,-0.031326,0.032838,0.041884,-0.086384,-0.066484,-0.44076
-2.0102,-0.086695,-0.17715,0.10041,-0.14686,-0.18486,0.33272
-2.008,-0.0057473,0.048733,-0.015224,-0.14245,-0.094515,0.13078
-2.0071,-0.014339,-0.024663,0.014957,0.099241,0.21398,-1.7158
-2.0066,-0.0016748,0.048153,-0.014234,-0.022701,0.11944,-0.84292
-2.0052,0.036428,-0.0025979,-0.1104,0.092335,0.13297,-0.69787
-2.0038,0.053276,-0.014444,0.048771,-0.15823,0.017664,-0.68961
-2.0024,0.0016029,0.0015576,-0.056323,0.023508,0.073426,-0.44874
-2.001,-0.096089,-0.19566,0.082241,-0.16872,-0.071546,0.38796
-1.9974,0.020188,0.024565,-0.03909,-0.017087,0.013601,-0.6843
-1.9952,0.017011,0.082771,-0.058905,-0.139,-0.16533,0.45609
-1.9948,-0.050154,0.035931,-0.061096,0.038336,-0.17604,-0.64791
-1.9938,-0.0061428,0.0056476,0.0076466,-0.070176,-0.12815,0.16996
-1.9924,0.034219,0.061786,0.0002952,-0.2079,-0.25381,0.6161
-1.991,-0.0056958,-0.037472,0.058154,-0.042408,0.040615,-0.66025
-1.9896,0.033507,-0.022747,-0.0014038,-0.18058,-0.19589,0.49379
-1.9882,0.050741,0.04285,-0.026551,0.12548,0.081289,-0.93054
-1.9824,0.0065409,0.09787,-0.024558,-0.051302,-0.052295,-0.19198
-1.9815,-0.017631,0.083377,-0.072993,0.2897,0.080892,-1.1147
-1.981,0.011138,0.023111,-0.019927,0.16677,-0.028339,-0.42969
-1.9801,0.037349,0.10561,-0.062617,-0.0084265,0.017189,-0.85931
-1.9796,0.10274,0.1149,-0.092876,0.25368,0.12293,-1.2855
-1.9754,-0.039455,-0.053023,0.0043072,-0.15502,-0.081727,0.33736
-1.9696,0.0221,0.039272,-0.0081399,0.047962,0.083904,-0.8929
-1.969,-0.094019,-0.092813,0.029916,0.066493,-0.032582,-0.22798
-1.9673,0.01241,-0.03261,0.035637,-0.034787,0.034048,-1.0408
-1.9612,-0.04687,-0.1129,0.12285,-0.44054,-0.23696,0.85718
-1.9582,-0.010717,0.10253,-0.10963,0.12476,-0.054139,0.047136
-1.9573,-0.017919,0.040056,-0.045596,-0.022067,0.15022,-1.9829
-1.9568,0.029874,0.12157,-0.088995,0.17315,-0.012591,-0.42175
-1.9562,-0.042968,-0.14046,0.026195,-0.082992,-0.10232,0.051584
-1.9554,0.0054909,-0.016663,-0.053139,0.037236,0.012853,-0.26984
-1.9545,0.060967,0.15526,-0.15224,0.34564,0.12273,-1.4023
-1.9484,0.005564,0.046709,-0.0083849,-0.11594,-0.094636,0.11986
-1.9453,-0.0080867,-0.042807,-0.0096611,-0.14579,-0.17044,0.51514
-1.944,-0.030265,-0.042782,-0.025167,-0.10745,0.13287,-0.56613
-1.9426,-0.0032633,0.15603,-0.10689,0.14944,0.024048,-0.36312
-1.942,0.0025946,-0.026488,-0.041983,-0.019725,-0.058384,-0.20919
-1.9417,-0.0045971,0.027864,-0.0040754,-0.22236,-0.12622,-0.062624
-1.9356,-0.044288,-0.016617,0.028904,-0.12177,-0.035137,0.012353
-1.9344,0.0060004,-0.070302,0.062499,-0.017066,-0.018631,-0.14489
-1.9342,-0.050258,-0.090638,0.090298,-0.22999,-0.0073439,-0.12352
-1.9325,0.021339,0.20637,-0.13623,0.3069,0.032269,-0.61085
-1.9311,0.029355,0.12913,-0.075394,0.24896,0.16937,-1.2822
-1.9298,-0.042562,-0.050116,0.071791,-0.32417,-0.058729,0.082275
-1.9292,-0.033765,0.031783,-0.009583,0.12135,-0.014993,-0.56418
-1.9284,0.019257,0.096639,-0.085252,0.25715,0.12835,-0.97896
-1.9256,0.028831,0.0041042,0.079223,-0.28215,0.0032035,-0.54649
-1.9228,-0.0073935,-0.011636,-0.02891,0.014058,0.03514,-0.31776
-1.9214,0.043161,0.11147,-0.044378,0.038919,0.01588,-0.53468
-1.9211,0.052592,0.046836,0.012476,-0.092728,-0.14234,-0.10181
-1.9197,-0.019201,-0.10365,0.021424,0.066317,-0.073434,-0.082433
-1.9183,0.0084662,-0.013438,-0.050303,0.084507,0.21368,-1.1589
-1.9169,0.02374,0.058516,-0.049495,0.03334,0.0255,-0.49225
-1.9147,-0.016715,0.054091,-0.0019919,-0.12087,-0.028641,-0.5226
-1.9086,-0.021087,0.0028938,-0.0039006,-0.027984,0.078303,-0.49903
-1.9083,-0.0026412,-0.037531,-0.003553,0.11261,0.074196,-0.77245
-1.9069,0.029895,-0.014297,-0.080003,0.11631,0.027639,-0.42483
-1.9022,-0.0040427,0.022439,-0.031375,-0.021886,0.030433,-0.62014
-1.9019,-0.01278,0.015166,-0.0032372,-0.28807,-0.24069,0.51548
-1.8958,-0.0067992,0.059611,-0.0007725,0.09721,-0.094312,-0.061733
-1.8955,0.032469,0.09102,-0.023178,0.175,0.15144,-1.3508
-1.8944,-0.056655,-0.084099,-0.03065,0.15582,0.13643,-0.53564
-1.8941,-0.052824,-0.09807,0.049117,0.12778,-0.046838,-0.22757
-1.8891,-0.053221,-0.10075,-0.022898,0.14334,0.015188,-0.53369
-1.888,-0.012338,-0.013245,-0.015689,-0.052538,0.046548,-0.63065
-1.8855,-0.032804,-0.008679,0.029049,-0.04676,-0.11139,0.04864
-1.8827,0.061391,0.19572,-0.13325,0.17375,0.080051,-0.85537
-1.8813,-0.0063731,-0.046745,0.033028,-0.30748,-0.23457,0.74711
-1.8752,0.0047068,-0.033361,0.021839,-0.11893,-0.22889,0.33414
-1.8743,-0.022203,-0.013116,-0.0012071,-0.021862,-0.089867,0.13731
-1.8727,-0.038964,-0.065355,0.024138,-0.15936,-0.059514,0.056474
-1.8713,-0.027812,-0.093608,0.12824,-0.294,-0.19062,0.2851
-1.8699,-0.029777,-0.042044,0.0031248,-0.052562,-0.059583,0.0062608
-1.8688,-0.020236,-0.0080008,-0.07573,0.22264,0.12576,-0.60855
-1.8685,0.043206,0.15059,-0.093548,-0.012978,-0.046124,-0.19695
-1.8634,-0.0043173,0.0083406,-0.011601,0.014271,0.04509,-0.90331
-1.8621,-0.0066619,0.021834,-0.011998,0.10862,0.087466,-1.1511
-1.8612,0.011391,0.095563,0.025862,-0.016093,-0.065098,-0.46654
-1.861,-0.041483,-0.20465,0.041988,-0.065109,-0.070858,-0.030996
-1.8599,-0.014302,-0.049067,0.0027306,0.025446,0.030121,-0.50758
-1.8598,-0.0004232,0.086395,-0.033535,0.094214,0.093477,0.15507
-1.8585,-0.040112,0.0057908,-0.035212,-0.03496,-0.13592,0.42414
-1.8571,0.0537,0.05085,-0.0077652,0.20891,0.15045,-1.4821
-1.856,0.034138,0.058328,-0.025532,-0.066462,-0.086707,0.009651
-1.8557,-0.0087123,-0.048518,-0.067242,0.20818,0.077551,-0.56512
-1.8492,-0.043997,0.0003597,0.045689,-0.17455,-0.25233,0.4161
-1.8484,0.010862,0.060506,-0.18042,0.27873,0.12568,-0.62575
-1.8481,-0.041785,-0.057292,0.030225,-0.096184,-0.02075,-0.32196
-1.8479,0.0007224,-0.11781,0.017122,-0.024237,0.0001774,-0.65215
-1.847,-0.015702,-0.0091707,-0.047889,0.096348,-0.012448,-0.23806
-1.8457,-0.0095977,0.015496,-0.094873,0.22095,0.028299,-0.36588
-1.8432,0.033374,0.044427,-0.039236,0.22079,0.24393,-1.507
-1.8418,-0.038218,0.017136,-0.058053,0.21671,0.029059,-0.22895
-1.8408,-0.0018124,0.026317,-0.052897,-0.021274,0.018827,-1.5798
-1.837,0.0019353,-0.056637,0.0076229,-0.093082,-0.072367,-0.092756
-1.835,-0.020002,-0.012218,0.034507,-0.40998,-0.1805,0.32483
-1.8342,0.0059529,0.022675,0.0079853,0.013267,-0.0006169,-0.55952
